id;title;link;regular_price;promotional_price;brand
119130;Кофе Жокей Классический молотый, 450г;https://online.metro-cc.ru/products/450g-zhokej-klassicheskij-mol;649;649;ЖОКЕЙ
544095;Кофе Жокей Традиционный в зернах, 900г;https://online.metro-cc.ru/products/zhokej-tradicionnyj-900g;1049;749;ЖОКЕЙ
226399;Кофе Московская кофейня на паяхъ Арабика растворимый сублимированный, 95г;https://online.metro-cc.ru/products/moskovskaya-kofejnya-na-payah-sublimirovannyj-arabika-95g;549;549;МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХЪ
226397;Кофе Московская кофейня на паяхъ Суаре растворимый сублимированный, 95г;https://online.metro-cc.ru/products/moskovskaya-kofejnya-na-payah-sublimirovannyj-suare-95g;419;419;МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХЪ
459905;Кофе Черная Карта Gold растворимый, 190г;https://online.metro-cc.ru/products/chernaya-karta-gold-190g;599;439;ЧЕРНАЯ КАРТА
227302;Кофе Черная Карта молотый для турки, 250г;https://online.metro-cc.ru/products/250-kofe-chernaya-karta-molotyy-dlya-turki;237;199;ЧЕРНАЯ КАРТА
217498;Кофе Черная Карта молотый жареный, 250г;https://online.metro-cc.ru/products/250g-kofe-chernaya-karta-molotyy-zharenyy;309;259;ЧЕРНАЯ КАРТА
469154;Кофе Черная Карта Brasilia Exclusive растворимый сублимированный, 95г;https://online.metro-cc.ru/products/chernaya-karta-sublimirovannyj-brasilia-exclusive-95g;281;249;ЧЕРНАЯ КАРТА
634928;Кофе Черная Карта в зернах, 250г;https://online.metro-cc.ru/products/250g-kofe-chernaya-karta-zerno;299;219;ЧЕРНАЯ КАРТА
505974;Кофе Черная Карта в зернах, 1кг;https://online.metro-cc.ru/products/chernaya-karta-paketirovannyj-1kg;1179;919;ЧЕРНАЯ КАРТА
